Safety Program (SP) data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rows are sorted by submitting_opid, system_type, record_created",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATA_AS_OF,RECORD_SOURCE,RECORD_CREATED,SUBMITTING_OPID,SUBMITTING_OPID_STATUS,SUBMITTING_OPID_NAME,SYSTEM_TYPE,D&A_PRIMARY_OPID,D&A_PRIMARY_NAME,D&A_STATUS,D&A_ENTER_DATE,D&A_EXIT_DATE,OME_PRIMARY_OPID,OME_PRIMARY_NAME,OME_STATUS,OME_ENTER_DATE,OME_EXIT_DATE,DP_PRIMARY_OPID,DP_PRIMARY_NAME,DP_STATUS,DP_ENTER_DATE,DP_EXIT_DATE,PA_PRIMARY_OPID,PA_PRIMARY_NAME,PA_STATUS,PA_ENTER_DATE,PA_EXIT_DATE,CRM_PRIMARY_OPID,CRM_PRIMARY_NAME,CRM_STATUS,CRM_ENTER_DATE,CRM_EXIT_DATE,OQ_PRIMARY_OPID,OQ_PRIMARY_NAME,OQ_STATUS,OQ_ENTER_DATE,OQ_EXIT_DATE,IM_PRIMARY_OPID,IM_PRIMARY_NAME,IM_STATUS,IM_ENTER_DATE,IM_EXIT_DATE,OPA_PRIMARY_OPID,OPA_PRIMARY_NAME,OPA_STATUS,OPA_ENTER_DATE,OPA_EXIT_DATE
12/15/21,Operator Validation,4/30/13,32423,ACTIVE,MINNESOTA POWER,Gas Transmission,31292,Northwest Gas,Current,5/12/09,,31292,Northwest Gas,Current,5/12/09,,31292,Northwest Gas,Current,5/12/09,,31292,Northwest Gas,Current,5/12/09,,32423,MINNESOTA POWER,Current,5/12/09,,31292,Northwest Gas,Current,5/12/09,,31292,Northwest Gas,Current,5/12/09,,,,,,
12/15/21,Operator Validation,8/27/12,32426,ACTIVE,"UNIVERSITY PARK ENERGY, LLC",Gas Transmission,32426,"UNIVERSITY PARK ENERGY, LLC",Current,6/9/09,,32426,"UNIVERSITY PARK ENERGY, LLC",Current,6/9/09,,32426,"UNIVERSITY PARK ENERGY, LLC",Current,6/9/09,,32426,"UNIVERSITY PARK ENERGY, LLC",Current,6/9/09,,32426,"UNIVERSITY PARK ENERGY, LLC",Current,6/9/09,,32426,"UNIVERSITY PARK ENERGY, LLC",Current,6/9/09,,32426,"UNIVERSITY PARK ENERGY, LLC",Current,6/9/09,,,,,,
12/15/21,Operator Validation,12/5/12,32427,ACTIVE,DEWBRE PETROLEUM CORP,Gas Gathering,32427,DEWBRE PETROLEUM CORP,Current,6/9/09,,32427,DEWBRE PETROLEUM CORP,Current,6/9/09,,32427,DEWBRE PETROLEUM CORP,Current,6/9/09,,32427,DEWBRE PETROLEUM CORP,Current,6/9/09,,32427,DEWBRE PETROLEUM CORP,Current,6/9/09,,32427,DEWBRE PETROLEUM CORP,Current,6/9/09,,,,,,,,,,,
12/15/21,Operator Validation,12/5/12,32427,ACTIVE,DEWBRE PETROLEUM CORP,Gas Transmission,32427,DEWBRE PETROLEUM CORP,Current,6/9/09,,32427,DEWBRE PETROLEUM CORP,Current,6/9/09,,32427,DEWBRE PETROLEUM CORP,Current,6/9/09,,32427,DEWBRE PETROLEUM CORP,Current,6/9/09,,32427,DEWBRE PETROLEUM CORP,Current,6/9/09,,32427,DEWBRE PETROLEUM CORP,Current,6/9/09,,32427,DEWBRE PETROLEUM CORP,Current,6/9/09,,,,,,
12/15/21,Operator Validation,6/11/13,32428,ACTIVE,"INTERCONTINENTAL TERMINAL COMPANY, LLC",Hazardous Liquid,32428,"INTERCONTINENTAL TERMINAL COMPANY, LLC",Current,6/17/09,,32428,"INTERCONTINENTAL TERMINAL COMPANY, LLC",Current,6/17/09,,32428,"INTERCONTINENTAL TERMINAL COMPANY, LLC",Current,6/17/09,,32428,"INTERCONTINENTAL TERMINAL COMPANY, LLC",Current,6/17/09,,32428,"INTERCONTINENTAL TERMINAL COMPANY, LLC",Current,6/17/09,,32428,"INTERCONTINENTAL TERMINAL COMPANY, LLC",Current,6/17/09,,32428,"INTERCONTINENTAL TERMINAL COMPANY, LLC",Current,6/17/09,,32428,"INTERCONTINENTAL TERMINAL COMPANY, LLC",Current,6/17/09,
12/15/21,Operator Validation,4/18/12,32429,ACTIVE,US AMINES,Gas Transmission,32429,US AMINES,Current,6/17/09,,32429,US AMINES,Current,6/17/09,,32429,US AMINES,Current,6/17/09,,32429,US AMINES,Current,6/17/09,,32429,US AMINES,Current,6/17/09,,32429,US AMINES,Current,6/17/09,,32429,US AMINES,Current,6/17/09,,,,,,
12/15/21,Operator Validation,6/6/13,32430,INACTIVE,"TRADITION RESOURCES OPERATING, LLC",Hazardous Liquid,32430,"ATINUM ENERGY, INC",Current,6/23/09,,32430,"ATINUM ENERGY, INC",Current,6/23/09,,32430,"ATINUM ENERGY, INC",Current,6/23/09,,32430,"ATINUM ENERGY, INC",Current,6/23/09,,32430,"ATINUM ENERGY, INC",Current,6/23/09,,32430,"ATINUM ENERGY, INC",Current,6/23/09,,32430,"ATINUM ENERGY, INC",Current,6/23/09,,32430,"ATINUM ENERGY, INC",Current,6/23/09,
12/15/21,Operator Validation,8/6/12,32431,ACTIVE,CITY OF CALHOUN,Gas Distribution,32431,CITY OF CALHOUN,Current,6/26/09,,32431,CITY OF CALHOUN,Current,6/26/09,,32431,CITY OF CALHOUN,Current,6/26/09,,32431,CITY OF CALHOUN,Current,6/26/09,,32431,CITY OF CALHOUN,Current,6/26/09,,32431,CITY OF CALHOUN,Current,6/26/09,,32431,CITY OF CALHOUN,Current,6/26/09,,,,,,
12/15/21,Operator Validation,12/28/12,32432,ACTIVE,EAST CENTRAL IOWA COOPERATIVE,Gas Distribution,32432,EAST CENTRAL IOWA COOPERATIVE,Current,7/1/09,,32432,EAST CENTRAL IOWA COOPERATIVE,Current,7/1/09,,32432,EAST CENTRAL IOWA COOPERATIVE,Current,7/1/09,,32432,EAST CENTRAL IOWA COOPERATIVE,Current,7/1/09,,32432,EAST CENTRAL IOWA COOPERATIVE,Current,7/1/09,,32432,EAST CENTRAL IOWA COOPERATIVE,Current,7/1/09,,32432,EAST CENTRAL IOWA COOPERATIVE,Current,7/1/09,,,,,,
12/15/21,Operator Validation,9/24/12,32433,ACTIVE,AMERESCO MCCARTY ENERGY LLC,Gas Transmission,32433,AMERESCO MCCARTY ENERGY LLC,Current,7/9/09,,32433,AMERESCO MCCARTY ENERGY LLC,Current,7/9/09,,32433,AMERESCO MCCARTY ENERGY LLC,Current,7/9/09,,32433,AMERESCO MCCARTY ENERGY LLC,Current,7/9/09,,32433,AMERESCO MCCARTY ENERGY LLC,Current,7/9/09,,32433,AMERESCO MCCARTY ENERGY LLC,Current,7/9/09,,32433,AMERESCO MCCARTY ENERGY LLC,Current,7/9/09,,,,,,
12/15/21,Operator Validation,9/24/12,32434,ACTIVE,AMERESCO EVANSVILLE LLC,Gas Transmission,32434,AMERESCO EVANSVILLE LLC,Current,7/10/09,,32434,AMERESCO EVANSVILLE LLC,Current,7/10/09,,32434,AMERESCO EVANSVILLE LLC,Current,7/10/09,,32434,AMERESCO EVANSVILLE LLC,Current,7/10/09,,32434,AMERESCO EVANSVILLE LLC,Current,7/10/09,,32434,AMERESCO EVANSVILLE LLC,Current,7/10/09,,32434,AMERESCO EVANSVILLE LLC,Current,7/10/09,,,,,,
12/15/21,Operator Validation,9/24/12,32435,ACTIVE,AMERESCO JEFFERSON CITY LLC,Gas Transmission,32435,AMERESCO JEFFERSON CITY LLC,Current,7/16/09,,32435,AMERESCO JEFFERSON CITY LLC,Current,7/16/09,,32435,AMERESCO JEFFERSON CITY LLC,Current,7/16/09,,32435,AMERESCO JEFFERSON CITY LLC,Current,7/16/09,,32435,AMERESCO JEFFERSON CITY LLC,Current,7/16/09,,32435,AMERESCO JEFFERSON CITY LLC,Current,7/16/09,,32435,AMERESCO JEFFERSON CITY LLC,Current,7/16/09,,,,,,
12/15/21,Type C Notification,5/15/13,32436,ACTIVE,MIDCONTINENT EXPRESS PIPELINE LLC,Gas Transmission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2564,Kinder Morgan,Current,4/22/13,,,,,,
12/15/21,Type C Notification,2/14/13,32436,ACTIVE,MIDCONTINENT EXPRESS PIPELINE LLC,Gas Transmission,18092,Kinder Morgan,Current,2/7/13,,,,,,,,,,,,18092,Kinder Morgan,Current,2/7/13,,,,,,,18092,Kinder Morgan,Current,2/7/13,,,,,,,,,,,
12/15/21,Operator Validation,9/25/12,32436,ACTIVE,MIDCONTINENT EXPRESS PIPELINE LLC,Gas Transmission,2564,Kinder Morgan,Superseded,7/16/09,2/7/13,2564,Kinder Morgan,Current,7/16/09,,2564,Kinder Morgan,Current,7/16/09,,2564,Kinder Morgan,Superseded,7/16/09,2/7/13,2564,Kinder Morgan,Current,7/16/09,,19580,Kinder Morgan,Superseded,7/16/09,2/7/13,19580,Kinder Morgan,Superseded,7/16/09,4/22/13,,,,,
12/15/21,Type C Notification,5/15/13,32437,ACTIVE,KINDER MORGAN LOUISIANA PIPELINE LLC,Gas Transmission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2564,Kinder Morgan,Current,4/22/13,,,,,,
12/15/21,Type C Notification,2/14/13,32437,ACTIVE,KINDER MORGAN LOUISIANA PIPELINE LLC,Gas Transmission,18092,Kinder Morgan,Current,2/7/13,,,,,,,,,,,,18092,Kinder Morgan,Current,2/7/13,,,,,,,18092,Kinder Morgan,Current,2/7/13,,,,,,,,,,,
12/15/21,Operator Validation,9/17/12,32437,ACTIVE,KINDER MORGAN LOUISIANA PIPELINE LLC,Gas Transmission,2564,Kinder Morgan,Superseded,7/16/09,2/7/13,2564,Kinder Morgan,Current,7/16/09,,2564,Kinder Morgan,Current,7/16/09,,2564,Kinder Morgan,Superseded,7/16/09,2/7/13,2564,Kinder Morgan,Current,7/16/09,,19580,Kinder Morgan,Superseded,7/16/09,2/7/13,19580,Kinder Morgan,Superseded,7/16/09,4/22/13,,,,,
12/15/21,Operator Validation,9/7/12,32438,INACTIVE,"SUMMIT GAS GATHERING, LLC",Gas Gathering,31178,XTO,Current,8/26/09,,31178,XTO,Current,8/26/09,,31178,XTO,Current,8/26/09,,31178,XTO,Current,8/26/09,,31178,XTO,Current,8/26/09,,31178,XTO,Current,8/26/09,,,,,,,,,,,
12/15/21,Operator Validation,9/7/12,32438,INACTIVE,"SUMMIT GAS GATHERING, LLC",Gas Transmission,31178,XTO,Current,8/26/09,,31178,XTO,Current,8/26/09,,31178,XTO,Current,8/26/09,,31178,XTO,Current,8/26/09,,31178,XTO,Current,8/26/09,,31178,XTO,Current,8/26/09,,31178,XTO,Current,8/26/09,,,,,,
12/15/21,Operator Validation,12/4/12,32444,INACTIVE,SOUTHCROSS GATHERING LTD.,Gas Gathering,32444,SOUTHCROSS GATHERING LTD.,Current,10/29/09,,32444,SOUTHCROSS GATHERING LTD.,Current,10/29/09,,32444,SOUTHCROSS GATHERING LTD.,Current,10/29/09,,32444,SOUTHCROSS GATHERING LTD.,Current,10/29/09,,32444,SOUTHCROSS GATHERING LTD.,Current,10/29/09,,32444,SOUTHCROSS GATHERING LTD.,Current,10/29/09,,,,,,,,,,,
12/15/21,Operator Validation,12/4/12,32444,INACTIVE,SOUTHCROSS GATHERING LTD.,Gas Transmission,32444,SOUTHCROSS GATHERING LTD.,Current,10/29/09,,32444,SOUTHCROSS GATHERING LTD.,Current,10/29/09,,32444,SOUTHCROSS GATHERING LTD.,Current,10/29/09,,32444,SOUTHCROSS GATHERING LTD.,Current,10/29/09,,32444,SOUTHCROSS GATHERING LTD.,Current,10/29/09,,32444,SOUTHCROSS GATHERING LTD.,Current,10/29/09,,32444,SOUTHCROSS GATHERING LTD.,Current,10/29/09,,,,,,
12/15/21,Operator Validation,5/31/12,32445,ACTIVE,SOUTHCROSS NGL PIPELINE LTD.,Hazardous Liquid,31594,SouthCross,Current,10/29/09,,31594,SouthCross,Current,10/29/09,,31594,SouthCross,Current,10/29/09,,31594,SouthCross,Current,10/29/09,,31594,SouthCross,Current,10/29/09,,31594,SouthCross,Current,10/29/09,,31594,SouthCross,Current,10/29/09,,31594,SouthCross,Current,10/29/09,
12/15/21,Operator Validation,9/30/12,32446,ACTIVE,MINNESOTA INTRASTATE PIPELINE COMPANY,Gas Transmission,32446,MINNESOTA INTRASTATE PIPELINE COMPANY,Current,11/2/09,,32446,MINNESOTA INTRASTATE PIPELINE COMPANY,Current,11/2/09,,32446,MINNESOTA INTRASTATE PIPELINE COMPANY,Current,11/2/09,,32446,MINNESOTA INTRASTATE PIPELINE COMPANY,Current,11/2/09,,32446,MINNESOTA INTRASTATE PIPELINE COMPANY,Current,11/2/09,,32446,MINNESOTA INTRASTATE PIPELINE COMPANY,Current,11/2/09,,32446,MINNESOTA INTRASTATE PIPELINE COMPANY,Current,11/2/09,,,,,,
12/15/21,Operator Validation,12/19/12,32447,ACTIVE,"HAWTHORN OIL TRANSPORTATION (NORTH DAKOTA), INC.",Hazardous Liquid,32447,"HAWTHORN OIL TRANSPORTATION (NORTH DAKOTA), INC.",Current,11/6/09,,32447,"HAWTHORN OIL TRANSPORTATION (NORTH DAKOTA), INC.",Current,11/6/09,,32447,"HAWTHORN OIL TRANSPORTATION (NORTH DAKOTA), INC.",Current,11/6/09,,32447,"HAWTHORN OIL TRANSPORTATION (NORTH DAKOTA), INC.",Current,11/6/09,,32447,"HAWTHORN OIL TRANSPORTATION (NORTH DAKOTA), INC.",Current,11/6/09,,32447,"HAWTHORN OIL TRANSPORTATION (NORTH DAKOTA), INC.",Current,11/6/09,,32447,"HAWTHORN OIL TRANSPORTATION (NORTH DAKOTA), INC.",Current,11/6/09,,32447,"HAWTHORN OIL TRANSPORTATION (NORTH DAKOTA), INC.",Current,11/6/09,
12/15/21,Operator Validation,11/12/12,32448,ACTIVE,TRES PALACIOS GAS STORAGE LLC,Gas Transmission,32448,TRES PALACIOS GAS STORAGE LLC,Current,11/10/09,,32448,TRES PALACIOS GAS STORAGE LLC,Current,11/10/09,,32448,TRES PALACIOS GAS STORAGE LLC,Current,11/10/09,,32448,TRES PALACIOS GAS STORAGE LLC,Current,11/10/09,,32448,TRES PALACIOS GAS STORAGE LLC,Current,11/10/09,,32448,TRES PALACIOS GAS STORAGE LLC,Current,11/10/09,,32448,TRES PALACIOS GAS STORAGE LLC,Current,11/10/09,,,,,,
12/15/21,Type C Notification,9/30/19,32448,ACTIVE,TRES PALACIOS GAS STORAGE LLC,UNGS,32448,TRES PALACIOS GAS STORAGE LLC,Current,1/18/17,,32448,TRES PALACIOS GAS STORAGE LLC,Current,1/18/17,,,,,,,,,,,,,,,,,,,,,,32448,TRES PALACIOS GAS STORAGE LLC,Current,1/18/17,,,,,,
12/15/21,Operator Validation,9/19/12,32449,INACTIVE,"EROC GATHERING COMPANY, L.P.",Gas Gathering,32234,Eagle Rock,Current,11/10/09,,32234,Eagle Rock,Current,11/10/09,,32234,Eagle Rock,Current,11/10/09,,32234,Eagle Rock,Current,11/10/09,,32449,"EROC GATHERING COMPANY, L.P.",Current,11/10/09,,32234,Eagle Rock,Current,11/10/09,,,,,,,,,,,
12/15/21,Operator Validation,9/19/12,32449,INACTIVE,"EROC GATHERING COMPANY, L.P.",Gas Transmission,32234,Eagle Rock,Current,11/10/09,,32234,Eagle Rock,Current,11/10/09,,32234,Eagle Rock,Current,11/10/09,,32234,Eagle Rock,Current,11/10/09,,32449,"EROC GATHERING COMPANY, L.P.",Current,11/10/09,,32234,Eagle Rock,Current,11/10/09,,32234,Eagle Rock,Current,11/10/09,,,,,,
12/15/21,Operator Validation,9/20/12,32450,ACTIVE,"ROADRUNNER PIPELINE, L.L.C.",Hazardous Liquid,32011,Holly Energy,Current,11/10/09,,32011,Holly Energy,Current,11/10/09,,32011,Holly Energy,Current,11/10/09,,32011,Holly Energy,Current,11/10/09,,32011,Holly Energy,Current,11/10/09,,32011,Holly Energy,Current,11/10/09,,32011,Holly Energy,Current,11/10/09,,32011,Holly Energy,Current,11/10/09,
12/15/21,Operator Validation,7/25/12,32451,ACTIVE,SABINE OIL & GAS LLC,Gas Gathering,32451,NFR ENERGY LLC,Current,11/10/09,,32451,NFR ENERGY LLC,Current,11/10/09,,32451,NFR ENERGY LLC,Current,11/10/09,,32451,NFR ENERGY LLC,Current,11/10/09,,32451,NFR ENERGY LLC,Current,11/10/09,,32451,NFR ENERGY LLC,Current,11/10/09,,,,,,,,,,,
12/15/21,Operator Validation,10/17/12,32452,ACTIVE,LEAF RIVER ENERGY CENTER LLC,Gas Transmission,32452,LEAF RIVER ENERGY CENTER LLC,Current,11/19/09,,32452,LEAF RIVER ENERGY CENTER LLC,Current,11/19/09,,32452,LEAF RIVER ENERGY CENTER LLC,Current,11/19/09,,32452,LEAF RIVER ENERGY CENTER LLC,Current,11/19/09,,32452,LEAF RIVER ENERGY CENTER LLC,Current,11/19/09,,32452,LEAF RIVER ENERGY CENTER LLC,Current,11/19/09,,32452,LEAF RIVER ENERGY CENTER LLC,Current,11/19/09,,,,,,
12/15/21,Type C Notification,10/30/19,32452,ACTIVE,LEAF RIVER ENERGY CENTER LLC,UNGS,32452,LEAF RIVER ENERGY CENTER LLC,Current,1/18/17,,32452,LEAF RIVER ENERGY CENTER LLC,Current,1/18/17,,,,,,,,,,,,,,,,,,,,,,32452,LEAF RIVER ENERGY CENTER LLC,Current,1/18/17,,,,,,
12/15/21,Type C Notification,3/9/21,32453,ACTIVE,BPX (EAGLE FORD) GATHERING LLC,Gas Transmission,32453,BPX Energy (EAGLE FORD) Gathering LLC,Current,1/1/20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/15/21,Type C Notification,1/22/20,32453,ACTIVE,BPX (EAGLE FORD) GATHERING LLC,Gas Transmission,31630,BP AMERICA PRODUCTION,Superseded,2/1/19,1/1/20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/15/21,Operator Validation,1/22/13,32453,ACTIVE,BPX (EAGLE FORD) GATHERING LLC,Gas Transmission,32453,BPX Energy (EAGLE FORD) Gathering LLC,Superseded,11/30/09,2/1/19,32453,BPX Energy (EAGLE FORD) Gathering LLC,Current,11/30/09,,32453,BPX Energy (EAGLE FORD) Gathering LLC,Current,11/30/09,,32453,BPX Energy (EAGLE FORD) Gathering LLC,Current,11/30/09,,32453,BPX Energy (EAGLE FORD) Gathering LLC,Current,11/30/09,,32453,BPX Energy (EAGLE FORD) Gathering LLC,Current,11/30/09,,32453,BPX Energy (EAGLE FORD) Gathering LLC,Current,11/30/09,,,,,,
12/15/21,Type C Notification,3/9/21,32453,ACTIVE,BPX (EAGLE FORD) GATHERING LLC,Hazardous Liquid,32453,BPX Energy (EAGLE FORD) Gathering LLC,Current,1/1/20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/15/21,Type C Notification,1/22/20,32453,ACTIVE,BPX (EAGLE FORD) GATHERING LLC,Hazardous Liquid,31630,BP AMERICA PRODUCTION,Superseded,2/1/19,1/1/20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/15/21,Operator Validation,1/22/13,32453,ACTIVE,BPX (EAGLE FORD) GATHERING LLC,Hazardous Liquid,32453,BPX Energy (EAGLE FORD) Gathering LLC,Superseded,11/30/09,2/1/19,32453,BPX Energy (EAGLE FORD) Gathering LLC,Current,11/30/09,,32453,BPX Energy (EAGLE FORD) Gathering LLC,Current,11/30/09,,32453,BPX Energy (EAGLE FORD) Gathering LLC,Current,11/30/09,,32453,BPX Energy (EAGLE FORD) Gathering LLC,Current,11/30/09,,32453,BPX Energy (EAGLE FORD) Gathering LLC,Current,11/30/09,,32453,BPX Energy (EAGLE FORD) Gathering LLC,Current,11/30/09,,32453,BPX Energy (EAGLE FORD) Gathering LLC,Current,11/30/09,
12/15/21,Operator Validation,12/19/12,32454,INACTIVE,"DRY TRAILS MIDSTREAM ENERGY, LLC",Hazardous Liquid,32454,"DRY TRAILS MIDSTREAM ENERGY, LLC",Current,12/2/09,,32454,"DRY TRAILS MIDSTREAM ENERGY, LLC",Current,12/2/09,,32454,"DRY TRAILS MIDSTREAM ENERGY, LLC",Current,12/2/09,,32454,"DRY TRAILS MIDSTREAM ENERGY, LLC",Current,12/2/09,,32454,"DRY TRAILS MIDSTREAM ENERGY, LLC",Current,12/2/09,,32454,"DRY TRAILS MIDSTREAM ENERGY, LLC",Current,12/2/09,,32454,"DRY TRAILS MIDSTREAM ENERGY, LLC",Current,12/2/09,,32454,"DRY TRAILS MIDSTREAM ENERGY, LLC",Current,12/2/09,
12/15/21,Operator Validation,4/3/12,32455,INACTIVE,"HAWTHORN OIL TRANSPORTATION (OKLAHOMA), INC",Hazardous Liquid,4461,EOG Resources,Current,12/2/09,,32455,"HAWTHORN OIL TRANSPORTATION (OKLAHOMA), INC",Current,12/2/09,,4461,EOG Resources,Current,12/2/09,,4461,EOG Resources,Current,12/2/09,,32455,"HAWTHORN OIL TRANSPORTATION (OKLAHOMA), INC",Current,12/2/09,,4461,EOG Resources,Current,12/2/09,,32455,"HAWTHORN OIL TRANSPORTATION (OKLAHOMA), INC",Current,12/2/09,,32455,"HAWTHORN OIL TRANSPORTATION (OKLAHOMA), INC",Current,12/2/09,
12/15/21,Operator Validation,3/6/13,32456,INACTIVE,"SUFFOLK TRANSMISSION PARTNERS, LP",Gas Transmission,32456,"SUFFOLK TRANSMISSION PARTNERS, LP",Current,12/2/09,,32456,"SUFFOLK TRANSMISSION PARTNERS, LP",Current,12/2/09,,32456,"SUFFOLK TRANSMISSION PARTNERS, LP",Current,12/2/09,,32456,"SUFFOLK TRANSMISSION PARTNERS, LP",Current,12/2/09,,32456,"SUFFOLK TRANSMISSION PARTNERS, LP",Current,12/2/09,,32456,"SUFFOLK TRANSMISSION PARTNERS, LP",Current,12/2/09,,32456,"SUFFOLK TRANSMISSION PARTNERS, LP",Current,12/2/09,,,,,,
12/15/21,Operator Validation,12/4/12,32457,ACTIVE,JDP RENEWABLES,Gas Transmission,32457,JDP RENEWABLES,Current,1/5/10,,32457,JDP RENEWABLES,Current,1/5/10,,32457,JDP RENEWABLES,Current,1/5/10,,32457,JDP RENEWABLES,Current,1/5/10,,32457,JDP RENEWABLES,Current,1/5/10,,32457,JDP RENEWABLES,Current,1/5/10,,32457,JDP RENEWABLES,Current,1/5/10,,,,,,
12/15/21,Operator Validation,12/21/12,32458,ACTIVE,UTAH ASSOICIATED MUNICIPAL POWER SYSTEMS,Gas Distribution,32458,UTAH ASSOICIATED MUNICIPAL POWER SYSTEMS,Current,1/5/10,,32458,UTAH ASSOICIATED MUNICIPAL POWER SYSTEMS,Current,1/5/10,,32458,UTAH ASSOICIATED MUNICIPAL POWER SYSTEMS,Current,1/5/10,,32458,UTAH ASSOICIATED MUNICIPAL POWER SYSTEMS,Current,1/5/10,,32458,UTAH ASSOICIATED MUNICIPAL POWER SYSTEMS,Current,1/5/10,,32458,UTAH ASSOICIATED MUNICIPAL POWER SYSTEMS,Current,1/5/10,,32458,UTAH ASSOICIATED MUNICIPAL POWER SYSTEMS,Current,1/5/10,,,,,,
12/15/21,Type C Notification,5/11/15,32458,ACTIVE,UTAH ASSOICIATED MUNICIPAL POWER SYSTEMS,Gas Transmission,32458,UTAH ASSOICIATED MUNICIPAL POWER SYSTEMS,Current,1/5/10,,32458,UTAH ASSOICIATED MUNICIPAL POWER SYSTEMS,Current,1/5/10,,32458,UTAH ASSOICIATED MUNICIPAL POWER SYSTEMS,Current,1/5/10,,32458,UTAH ASSOICIATED MUNICIPAL POWER SYSTEMS,Current,1/5/10,,32458,UTAH ASSOICIATED MUNICIPAL POWER SYSTEMS,Current,1/5/10,,32458,UTAH ASSOICIATED MUNICIPAL POWER SYSTEMS,Current,1/5/10,,32458,UTAH ASSOICIATED MUNICIPAL POWER SYSTEMS,Current,1/5/10,,,,,,
12/15/21,Operator Validation,9/27/12,32459,ACTIVE,"HOOKS GAS PIPELINE, LLC",Gas Transmission,968,TX Gas,Current,1/22/10,,968,TX Gas,Current,1/22/10,,968,TX Gas,Current,1/22/10,,968,TX Gas,Current,1/22/10,,32459,"HOOKS GAS PIPELINE, LLC",Current,1/22/10,,968,TX Gas,Current,1/22/10,,32459,"HOOKS GAS PIPELINE, LLC",Current,1/22/10,,,,,,
12/15/21,Operator Validation,9/27/12,32460,ACTIVE,"1486 GAS PIPELINE, LLC",Gas Transmission,968,TX Gas,Current,1/22/10,,968,TX Gas,Current,1/22/10,,968,TX Gas,Current,1/22/10,,968,TX Gas,Current,1/22/10,,32460,"1486 GAS PIPELINE, LLC",Current,1/22/10,,968,TX Gas,Current,1/22/10,,32460,"1486 GAS PIPELINE, LLC",Current,1/22/10,,,,,,
12/15/21,Type C Notification,5/11/15,32461,ACTIVE,FAYETTEVILLE GATHERING COMPANY,Gas Gathering,31178,XTO,Current,1/27/10,,31178,XTO,Current,1/27/10,,31178,XTO,Current,1/27/10,,31178,XTO,Current,1/27/10,,31178,XTO,Current,1/27/10,,31178,XTO,Current,1/27/10,,,,,,,,,,,
12/15/21,Operator Validation,9/7/12,32461,ACTIVE,FAYETTEVILLE GATHERING COMPANY,Gas Transmission,31178,XTO,Current,1/27/10,,31178,XTO,Current,1/27/10,,31178,XTO,Current,1/27/10,,31178,XTO,Current,1/27/10,,31178,XTO,Current,1/27/10,,31178,XTO,Current,1/27/10,,31178,XTO,Current,1/27/10,,,,,,
12/15/21,Operator Validation,5/31/12,32462,ACTIVE,PENINSULA PIPELINE COMPANY,Gas Distribution,5330,Chesapeake – Florida,Current,3/4/10,,5330,Chesapeake – Florida,Current,3/4/10,,5330,Chesapeake – Florida,Current,3/4/10,,5330,Chesapeake – Florida,Current,3/4/10,,32462,PENINSULA PIPELINE COMPANY,Current,3/4/10,,5330,Chesapeake – Florida,Current,3/4/10,,2188,Chesapeake – Florida,Current,3/4/10,,,,,,
12/15/21,Operator Validation,9/24/12,32463,INACTIVE,"ATMOS ENERGY CORPORATION - ATMOS GATHERING COMPANY, LLC",Gas Transmission,4473,Atmos,Current,3/4/10,,4473,Atmos,Current,3/4/10,,4473,Atmos,Current,3/4/10,,4473,Atmos,Current,3/4/10,,4473,Atmos,Current,3/4/10,,4473,Atmos,Current,3/4/10,,4473,Atmos,Current,3/4/10,,,,,,
12/15/21,Operator Validation,9/25/12,32464,ACTIVE,LSP UNIVERSITY PARK LLC,Gas Transmission,32464,LSP UNIVERSITY PARK LLC,Current,3/4/10,,32464,LSP UNIVERSITY PARK LLC,Current,3/4/10,,32464,LSP UNIVERSITY PARK LLC,Current,3/4/10,,32464,LSP UNIVERSITY PARK LLC,Current,3/4/10,,32464,LSP UNIVERSITY PARK LLC,Current,3/4/10,,32464,LSP UNIVERSITY PARK LLC,Current,3/4/10,,32464,LSP UNIVERSITY PARK LLC,Current,3/4/10,,,,,,
12/15/21,Operator Validation,6/8/12,32466,ACTIVE,HOMELAND ENERGY SOLUTIONS LLC,Gas Transmission,15359,BLACK HILLS,Current,3/4/10,,15359,BLACK HILLS,Current,3/4/10,,15359,BLACK HILLS,Current,3/4/10,,15359,BLACK HILLS,Current,3/4/10,,32466,HOMELAND ENERGY SOLUTIONS LLC,Current,3/4/10,,15359,BLACK HILLS,Current,3/4/10,,15359,BLACK HILLS,Current,3/4/10,,,,,,
12/15/21,Type C Notification,3/20/14,32467,ACTIVE,"ETC TIGER PIPELINE, LLC",Gas Transmission,,,,,,,,,,,,,,,,,,,,,32099,Energy Transfer,Current,2/14/14,,,,,,,,,,,,,,,,
